battle,link,date,coordinates
Battle of Gadara,https://en.wikipedia.org/wiki/Battle_of_Gadara,93 BC,32.650000°N 35.683333°E
Battle of Fucine Lake,https://en.wikipedia.org/wiki/Battle_of_Fucine_Lake,89 BC,41.99500000°N 13.54722194°E
Battle of Asculum,https://en.wikipedia.org/wiki/Battle_of_Asculum_(89_BC),89 BC,41.99500000°N 13.54722194°E
Battle of the River Amnias,https://en.wikipedia.org/wiki/Battle_of_the_River_Amnias,89 BC,40.4238°N 34.136°E
Battle of Protopachium,https://en.wikipedia.org/wiki/Battle_of_Protopachium,89 BC,41.600°N 35.000°E
Battle of Mount Scorobas,https://en.wikipedia.org/wiki/Battle_of_Mount_Scorobas,88 BC,41.11666694°N 30.63333306°E
Battle of Chaeronea,https://en.wikipedia.org/wiki/Battle_of_Chaeronea_(86_BC),86 BC,38.501°N 22.864°E
Battle of Orchomenus,https://en.wikipedia.org/wiki/Battle_of_Orchomenus,85 BC,38.48°N 22.98°E
Battle of Mount Tifata,https://en.wikipedia.org/wiki/Battle_of_Mount_Tifata,83 BC,41.06586389°N 14.17001389°E
Battle of Lauron,https://en.wikipedia.org/wiki/Battle_of_Lauron,76 BC,39.15222°N 0.44250°W
Siege of Heraclea,https://en.wikipedia.org/wiki/Siege_of_Heraclea,72-71 BC,41.28472°N 31.41472°E
Battle of Tigranocerta,https://en.wikipedia.org/wiki/Battle_of_Tigranocerta,69 BC,38.1422°N 41.0014°E
Battle of Artaxata,https://en.wikipedia.org/wiki/Battle_of_Artaxata,68 BC,39.88500000°N 44.57620806°E
Battle of Korakesion,https://en.wikipedia.org/wiki/Battle_of_Korakesion,67 BC,36.53000°N 32.01000°E
Battle of Zela (67 BC),https://en.wikipedia.org/wiki/Battle_of_Zela_(67_BC),67 BC,40.300°N 35.883°E
Battle of the Arar,https://en.wikipedia.org/wiki/Battle_of_the_Arar,58 BC,45.940617°N 4.774236°E
Battle of Bibracte,https://en.wikipedia.org/wiki/Battle_of_Bibracte,58 BC,46.91666694°N 4.03333306°E
Battle of the Axona,https://en.wikipedia.org/wiki/Battle_of_the_Axona,57 BC,49.43361111°N 2.84694389°E
Battle of the Sabis,https://en.wikipedia.org/wiki/Battle_of_the_Sabis,57 BC,50.23333°N 3.44167°E
Battle of Octodurus,https://en.wikipedia.org/wiki/Battle_of_Octodurus,57-56 BC,46.100°N 7.067°E
Siege of Avaricum,https://en.wikipedia.org/wiki/Avaricum,52 BC,47.0844°N 2.3964°E
Battle of Gergovia,https://en.wikipedia.org/wiki/Battle_of_Gergovia,52 BC,45.70833°N 3.12500°E
Battle of Lutetia,https://en.wikipedia.org/wiki/Battle_of_Lutetia,52 BC,48.850°N 2.350°E
Battle of Alesia,https://en.wikipedia.org/wiki/Battle_of_Alesia,52 BC,47.537°N 4.500°E
Siege of Uxellodunum,https://en.wikipedia.org/wiki/Siege_of_Uxellodunum,51 BC,44.95°N 1.68°E
Siege of Corfinium,https://en.wikipedia.org/wiki/Siege_of_Corfinium,49 BC,42.1174°N 13.8352°E
Siege of Brundisium,https://en.wikipedia.org/wiki/Siege_of_Brundisium,49 BC,40.6333°N 17.9333°E
Siege of Massilia,https://en.wikipedia.org/wiki/Siege_of_Massilia,49 BC,43.29°N 5.37°E
Siege of Curicta,https://en.wikipedia.org/wiki/Siege_of_Curicta,49 BC,45.067°N 14.600°E
Battle of Utica (49 BC),https://en.wikipedia.org/wiki/Battle_of_Utica_(49_BC),49 BC,37.057944°N 10.0625972°E
Battle of the Bagradas River,https://en.wikipedia.org/wiki/Battle_of_the_Bagradas_River_(49_BC),49 BC,37.05794389°N 10.06259694°E
Battle of Dyrrhachium (48 BC),https://en.wikipedia.org/wiki/Battle_of_Dyrrhachium_(48_BC),48 BC,41.3167°N 19.4500°E
Siege of Gomphi,https://en.wikipedia.org/wiki/Siege_of_Gomphi,48 BC,39.446177°N 21.672674°E
Battle of Pharsalus,https://en.wikipedia.org/wiki/Battle_of_Pharsalus,48 BC,39.3707°N 22.3335°E
Battle of Nicopolis (48 BC),https://en.wikipedia.org/wiki/Battle_of_Nicopolis_(48_BC),48 BC,40.300°N 37.833°E
Siege of Alexandria (47 BC),https://en.wikipedia.org/wiki/Siege_of_Alexandria_(47_BC),47 BC,31.20000000°N 29.91666694°E
Battle of the Nile,https://en.wikipedia.org/wiki/Battle_of_the_Nile_(47_BC),47 BC,30.900°N 31.117°E
Battle of Zela,https://en.wikipedia.org/wiki/Battle_of_Zela,47 BC,40.300°N 35.883°E
Battle of Ruspina,https://en.wikipedia.org/wiki/Battle_of_Ruspina,46 BC,35.7667°N 10.8167°E
Battle of Thapsus,https://en.wikipedia.org/wiki/Battle_of_Thapsus,46 BC,35.6244°N 11.0478°E
Battle of Hippo Regius,https://en.wikipedia.org/wiki/Battle_of_Hippo_Regius,46 BC,36.88250°N 7.75000°E
Battle of Munda,https://en.wikipedia.org/wiki/Battle_of_Munda,45 BC,37.3500°N 5.2167°W
First Battle of Philippi,https://en.wikipedia.org/wiki/First_Battle_of_Philippi,42 BC,41.0131°N 24.2864°E
Second Battle of Philippi,https://en.wikipedia.org/wiki/Second_Battle_of_Philippi,42 BC,41.0131°N 24.2864°E
Battle of the Cilician Gates,https://en.wikipedia.org/wiki/Battle_of_the_Cilician_Gates,39 BC,37.327778°N 34.794444°E
Battle of Amanus Pass,https://en.wikipedia.org/wiki/Battle_of_Amanus_Pass,39 BC,36.4795°N 36.232°E
Battle of Mount Gindarus,https://en.wikipedia.org/wiki/Battle_of_Mount_Gindarus,38 BC,36.394722°N 36.688889°E
Battle of Naulochus,https://en.wikipedia.org/wiki/Battle_of_Naulochus,36 BC,38.27500°N 15.45000°E
Battle of Actium,https://en.wikipedia.org/wiki/Battle_of_Actium,31 BC,38.93444°N 20.73861°E
Battle of Alexandria,https://en.wikipedia.org/wiki/Battle_of_Alexandria_(30_BC),30 BC,31.19805611°N 29.91916694°E
Battle of Vellica,https://en.wikipedia.org/wiki/Battle_of_Vellica,25 BC,42.7436°N 4.2867°W
Battle of Lake Constance,https://en.wikipedia.org/wiki/Battle_of_Lake_Constance,15 BC,47.593710°N 9.424906°E
Battle of the Teutoburg Forest,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,9 AD,52.44139°N 8.14056°E
Battle of the Weser River,https://en.wikipedia.org/wiki/Battle_of_the_Weser_River,16 AD,53.53556°N 8.56556°E
Battle of Kunyang,https://en.wikipedia.org/wiki/Battle_of_Kunyang,23 AD,33.62694°N 113.35694°E
Battle of the Medway,https://en.wikipedia.org/wiki/Battle_of_the_Medway,43 AD,51.440°N 0.742°E
Battle of Camulodunum,https://en.wikipedia.org/wiki/Battle_of_Camulodunum,60-61 AD,51.89194°N 0.89806°E
Battle of Beth Horon (66),https://en.wikipedia.org/wiki/Battle_of_Beth_Horon_(66),66 AD,31.8858°N 35.1142°E
Siege of Yodfat,https://en.wikipedia.org/wiki/Siege_of_Yodfat,67 AD,32.83222°N 35.27750°E
Siege of Gamla,https://en.wikipedia.org/wiki/Siege_of_Gamla,67 AD,32.90278°N 35.74056°E
Battle of Bedriacum,https://en.wikipedia.org/wiki/Battle_of_Bedriacum,69 AD,45.09°N 10.14°E
Second Battle of Bedriacum,https://en.wikipedia.org/wiki/Second_Battle_of_Bedriacum,69 AD,45.09°N 10.14°E
Siege of Jerusalem (70),https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(70),70 AD,31.77806°N 35.23583°E
Siege of Masada,https://en.wikipedia.org/wiki/Siege_of_Masada,74 AD,31.31556°N 35.35361°E
First Battle of Tapae,https://en.wikipedia.org/wiki/First_Battle_of_Tapae,87-88 AD,43.96000°N 21.13000°E
Second Battle of Tapae,https://en.wikipedia.org/wiki/Second_Battle_of_Tapae,101 AD,45.50560000°N 22.72470000°E
Battle of Adamclisi,https://en.wikipedia.org/wiki/Battle_of_Adamclisi,102 AD,44.08333306°N 27.95000000°E
Battle of Gatae,https://en.wikipedia.org/wiki/Battle_of_Gatae,103 AD,45.077697°N 7.684198°E
Battle of Sarmizegetusa,https://en.wikipedia.org/wiki/Battle_of_Sarmizegetusa,106 AD,45.62190000°N 23.30930000°E
Siege of Burnswark,https://en.wikipedia.org/wiki/Siege_of_Burnswark,140 AD,55.096873°N 3.276126°W
Battle of Xingyang,https://en.wikipedia.org/wiki/Battle_of_Xingyang_(190),190 AD,34.783°N 113.350°E
Battle of Jieqiao,https://en.wikipedia.org/wiki/Battle_of_Jieqiao,191 AD,36.98083°N 115.27472°E
Battle of Xiangyang,https://en.wikipedia.org/wiki/Battle_of_Xiangyang_(191),191 AD,32.01000°N 112.12194°E
Battle of Nicaea,https://en.wikipedia.org/wiki/Battle_of_Nicaea,193 AD,40.42867°N 29.71867°E
Battle of Issus,https://en.wikipedia.org/wiki/Battle_of_Issus_(194),194 AD,36.83833°N 36.16444°E
Battle of Yan Province,https://en.wikipedia.org/wiki/Battle_of_Yan_Province,194 AD,34.08889°N 113.66944°E
Battle of Lugdunum,https://en.wikipedia.org/wiki/Battle_of_Lugdunum,197 AD,45.76°N 4.85°E
Battle of Xiapi,https://en.wikipedia.org/wiki/Battle_of_Xiapi,198 AD,34.34222°N 118.00972°E
Battle of Guandu,https://en.wikipedia.org/wiki/Battle_of_Guandu,200 AD,34.90722°N 114.62028°E
Battle of Bowang,https://en.wikipedia.org/wiki/Battle_of_Bowang,202 AD,32.0450°N 112.1360°E
Battle of Changban,https://en.wikipedia.org/wiki/Battle_of_Changban,208 AD,32.0450°N 112.1360°E
Battle of Red Cliffs,https://en.wikipedia.org/wiki/Battle_of_Red_Cliffs,208 AD,29.86972°N 113.62028°E
Battle of Jiangling,https://en.wikipedia.org/wiki/Battle_of_Jiangling_(208),209 AD,32.0089°N 120.2631°E
Battle of Baxi,https://en.wikipedia.org/wiki/Battle_of_Baxi,215 AD,33.17283889°N 106.67055694°E
Battle of Nisbis,https://en.wikipedia.org/wiki/Battle_of_Nisibis_(217),217 AD,37.0667°N 41.2167°E
Battle of Antioch (218),https://en.wikipedia.org/wiki/Battle_of_Antioch_(218),218 AD,36.2000°N 36.1500°E
Battle of Mount Dingjun,https://en.wikipedia.org/wiki/Battle_of_Mount_Dingjun,219 AD,32.87944°N 103.86472°E
Battle of Fancheng,https://en.wikipedia.org/wiki/Battle_of_Fancheng,219 AD,32.0450°N 112.1360°E
Battle of Xiaoting,https://en.wikipedia.org/wiki/Battle_of_Xiaoting,222 AD,30.69194°N 111.28694°E
Battle of Hormizdegan,https://en.wikipedia.org/wiki/Battle_of_Hormizdegan,224 AD,32.0500°N 48.8500°E
Battle of Jieting,https://en.wikipedia.org/wiki/Battle_of_Jieting,228 AD,35.0020074°N 105.9718660°E
Battle of Shiting,https://en.wikipedia.org/wiki/Battle_of_Shiting,228 AD,30.76083°N 116.55306°E
Battle of Mount Qi,https://en.wikipedia.org/wiki/Battle_of_Mount_Qi,231 AD,33.39555611°N 104.91888889°E
Battle of Wuzhang Plains,https://en.wikipedia.org/wiki/Battle_of_Wuzhang_Plains,234 AD,34.35000000°N 107.38333306°E
Fall of Hatra,https://en.wikipedia.org/wiki/Fall_of_Hatra,240-241 AD,35.58806°N 42.71833°E
Battle of Resaena,https://en.wikipedia.org/wiki/Battle_of_Resaena,243 AD,36.8503000°N 40.0706000°E
Battle of Misiche,https://en.wikipedia.org/wiki/Battle_of_Misiche,244 AD,33.36389°N 43.79722°E
Battle of Philippopolis,https://en.wikipedia.org/wiki/Battle_of_Philippopolis_(250),250 AD,42.15000°N 24.75000°E
Battle of Abrittus,https://en.wikipedia.org/wiki/Battle_of_Abrittus,251 AD,43.588120°N 26.369997°E
Battle of Barbalissos,https://en.wikipedia.org/wiki/Battle_of_Barbalissos,253 AD,36.0610°N 37.8912°E
Battle of Edessa,https://en.wikipedia.org/wiki/Battle_of_Edessa,259 AD,37.1500°N 38.8000°E
Battle of Mediolanum,https://en.wikipedia.org/wiki/Battle_of_Mediolanum,259 AD,45.466667°N 9.166667°E
Battle of Thermopylae (267),https://en.wikipedia.org/wiki/Battle_of_Thermopylae_(267),267 AD,38.80528°N 22.56278°E
Battle of Lake Benacus,https://en.wikipedia.org/wiki/Battle_of_Lake_Benacus,268 AD,45.58060°N 10.62053°E
Battle of Naissus,https://en.wikipedia.org/wiki/Battle_of_Naissus,269 AD,43.3°N 21.9°E
Battle of Placentia,https://en.wikipedia.org/wiki/Battle_of_Placentia_(271),271 AD,45.05°N 9.7°E
Battle of Fano,https://en.wikipedia.org/wiki/Battle_of_Fano,271 AD,43.833333°N 13.016667°E
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia_(271),271 AD,45.183333°N 9.15°E
Battle of Immae,https://en.wikipedia.org/wiki/Battle_of_Immae,272 AD,36.23786806°N 36.56947111°E
Battle of Emesa,https://en.wikipedia.org/wiki/Battle_of_Emesa,272 AD,34.72°N 36.71°E
Battle of Châlons,https://en.wikipedia.org/wiki/Battle_of_Ch%C3%A2lons_(274),274 AD,48.9575°N 4.365°E
Battle of Lingones,https://en.wikipedia.org/wiki/Battle_of_Lingones,298 AD,47.85°N 5.33°E
Battle of Vindonissa,https://en.wikipedia.org/wiki/Battle_of_Vindonissa,298 AD,47.46666694°N 8.21666694°E
Battle of Turin,https://en.wikipedia.org/wiki/Battle_of_Turin_(312),312 AD,45.06666694°N 7.70000000°E
Battle of Verona,https://en.wikipedia.org/wiki/Battle_of_Verona_(312),312 AD,45.43333306°N 10.98333306°E
Battle of Milvian Bridge,https://en.wikipedia.org/wiki/Battle_of_Milvian_Bridge,312 AD,41.93556°N 12.46694°E
Battle of Tzirallum,https://en.wikipedia.org/wiki/Battle_of_Tzirallum,313 AD,41.150°N 27.800°E
Battle of Cibalae,https://en.wikipedia.org/wiki/Battle_of_Cibalae,314 AD,45.28333306°N 18.80000000°E
Battle of Mardia,https://en.wikipedia.org/wiki/Battle_of_Mardia,316 AD,41.933°N 25.900°E
Battle of Adrianople,https://en.wikipedia.org/wiki/Battle_of_Adrianople_(324),324 AD,41.67000°N 26.52500°E
Battle of the Hellespont,https://en.wikipedia.org/wiki/Battle_of_the_Hellespont,324 AD,40.2000°N 26.4000°E
Battle of Chrysopolis,https://en.wikipedia.org/wiki/Battle_of_Chrysopolis,324 AD,40.0167°N 29.0333°E
Battle of Mursa Major,https://en.wikipedia.org/wiki/Battle_of_Mursa_Major,351 AD,45.55750°N 18.67944°E
Battle of Mons Seleucus,https://en.wikipedia.org/wiki/Battle_of_Mons_Seleucus,353 AD,44.459806°N 5.736250°E
Siege of Autun,https://en.wikipedia.org/wiki/Siege_of_Autun,356 AD,46.95°N 4.3°E
Battle of Durocortorum,https://en.wikipedia.org/wiki/Battle_of_Durocortorum,356 AD,49.145556°N 4.0225°E
Battle of Brumath,https://en.wikipedia.org/wiki/Battle_of_Brumath,356 AD,48.732778°N 7.709167°E
Siege of Senonae,https://en.wikipedia.org/wiki/Siege_of_Senonae,356 AD,48.2°N 3.283333°E
Battle of Strasbourg,https://en.wikipedia.org/wiki/Battle_of_Strasbourg,357 AD,48.573806°N 7.752167°E
Battle of Amida,https://en.wikipedia.org/wiki/Siege_of_Amida_(359),359 AD,37.917°N 40.217°E
Battle of Ctesiphon,https://en.wikipedia.org/wiki/Battle_of_Ctesiphon_(363),363 AD,33.100°N 44.583°E
Battle of Thyatira,https://en.wikipedia.org/wiki/Battle_of_Thyatira,366 AD,38.9208°N 27.8361°E
Battle of the Tanais River,https://en.wikipedia.org/wiki/Battle_of_the_Tanais_River,373 AD,47.06083°N 39.28750°E
Battle of the Willows,https://en.wikipedia.org/wiki/Battle_of_the_Willows,377 AD,43.2167°N 27.5833°E
Battle of Argentovaria,https://en.wikipedia.org/wiki/Battle_of_Argentovaria,378 AD,48.081667°N 7.355556°E
Battle of Adrianople,https://en.wikipedia.org/wiki/Battle_of_Adrianople_(378),378 AD,41.81°N 26.50°E
Battle of Thessalonica,https://en.wikipedia.org/wiki/Battle_of_Thessalonica_(380),380 AD,40.6403°N 22.9439°E
Battle of Feishui,https://en.wikipedia.org/wiki/Battle_of_Feishui,383 AD,31.73611°N 116.52000°E
Battle of the Save,https://en.wikipedia.org/wiki/Battle_of_the_Save,388 AD,46.4186°N 15.8714°E
Battle of the Frigidus,https://en.wikipedia.org/wiki/Battle_of_the_Frigidus,394 AD,45.87028°N 13.93611°E
Battle of Pollentia,https://en.wikipedia.org/wiki/Battle_of_Pollentia,402 AD,44.7000°N 7.8500°E
Battle of Verona,https://en.wikipedia.org/wiki/Battle_of_Verona_(402),403 AD,45.4333°N 10.9833°E
Sack of Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(410),410 AD,41.8900°N 12.4800°E
Siege of Massilia,https://en.wikipedia.org/wiki/Siege_of_Massilia_(413),413 AD,43.29°N 5.37°E
Siege of Arles,https://en.wikipedia.org/wiki/Siege_of_Arles_(425),425 AD,43.677°N 4.628°E
Battle of Rimini,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(432),432 AD,44.417°N 12.200°E
Battle of Narbonne,https://en.wikipedia.org/wiki/Battle_of_Narbonne_(436),436 AD,43.1847194°N 3.0036111°E
Battle of Toulouse,https://en.wikipedia.org/wiki/Battle_of_Toulouse_(439),439 AD,43.6045°N 1.444°E
Battle of the Utus,https://en.wikipedia.org/wiki/Battle_of_the_Utus,447 AD,43.61°N 24.68°E
Battle of Avarayr,https://en.wikipedia.org/wiki/Battle_of_Avarayr,451 AD,39.33889°N 45.05722°E
Battle of Châlons,https://en.wikipedia.org/wiki/Battle_of_Ch%C3%A2lons,451 AD,49.000°N 4.500°E
Battle of Nedao,https://en.wikipedia.org/wiki/Battle_of_Nedao,454 AD,44.933333°N 19.016667°E
Battle of Aylesford,https://en.wikipedia.org/wiki/Battle_of_Aylesford,455 AD,51.317°N 0.500°E
Battle of Toulouse (458),https://en.wikipedia.org/wiki/Battle_of_Toulouse_(458),458 AD,43.6045°N 1.444°E
Battle of Arelate,https://en.wikipedia.org/wiki/Battle_of_Arelate,458 AD,43.677°N 4.628°E
Battle of Orleans,https://en.wikipedia.org/wiki/Battle_of_Orleans_(463),463 AD,47.9025°N 1.9090°E
Battle of Wippedesfleot,https://en.wikipedia.org/wiki/Battle_of_Wippedesfleot,466 AD,51.314°N 1.352°E
Battle of Ravenna,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(476),476 AD,44.417°N 12.200°E
Battle of Mercredesburne,https://en.wikipedia.org/wiki/Battle_of_Mercredesburne,485 AD,50.930454°N 0.426664°E
Battle of Isonzo,https://en.wikipedia.org/wiki/Battle_of_Isonzo_(489),489 AD,45.7697250°N 13.3711917°E
Battle of Cotyaeum,https://en.wikipedia.org/wiki/Battle_of_Cotyaeum,492 AD,39.41667°N 29.98333°E
Battle of Tolbiac,https://en.wikipedia.org/wiki/Battle_of_Tolbiac,496 AD,50.67528°N 6.60111°E
Siege of Theodosiopolis,https://en.wikipedia.org/wiki/Siege_of_Theodosiopolis,502 AD,39.9000°N 41.2667°E
Battle of Vouillé,https://en.wikipedia.org/wiki/Battle_of_Vouill%C3%A9,507 AD,46.5833°N 0.3333°E
Battle of Vézeronce,https://en.wikipedia.org/wiki/Battle_of_V%C3%A9zeronce,524 AD,45.333°N 5.500°E
Battle of Dara,https://en.wikipedia.org/wiki/Battle_of_Dara,530 AD,37.1800°N 40.9550°E
Battle of Satala,https://en.wikipedia.org/wiki/Battle_of_Satala_(530),530 AD,40.050°N 39.600°E
Battle of Callinicum,https://en.wikipedia.org/wiki/Battle_of_Callinicum,531 AD,35.9500°N 39.0167°E
Siege of Martyropolis,https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(531),531 AD,38.1422194°N 41.0013889°E
Battle of Autun,https://en.wikipedia.org/wiki/Battle_of_Autun_(532),532 AD,46.9517°N 4.2994°E
Battle of Ad Decimum,https://en.wikipedia.org/wiki/Battle_of_Ad_Decimum,533 AD,36.7500°N 10.3333°E
Battle of Tricamarum,https://en.wikipedia.org/wiki/Battle_of_Tricamarum,533 AD,36.85000°N 10.31667°E
Siege of Rome (537-538),https://en.wikipedia.org/wiki/Siege_of_Rome_(537-538),538 AD,41.9000°N 12.5000°E
Siege of Petra (541),https://en.wikipedia.org/wiki/Siege_of_Petra_(541),541 AD,41.76833°N 41.75333°E
Siege of Verona,https://en.wikipedia.org/wiki/Siege_of_Verona,541 AD,45.4381611°N 10.9937389°E
Battle of Mucellium,https://en.wikipedia.org/wiki/Battle_of_Mucellium,542 AD,43.95°N 11.3833°E
Siege of Petra (550-551),https://en.wikipedia.org/wiki/Siege_of_Petra_(550-551),550-551 AD,41.76833°N 41.75333°E
Battle of Sena Gallica,https://en.wikipedia.org/wiki/Battle_of_Sena_Gallica_(551),551 AD,43.71306°N 13.25278°E
Battle of Taginae,https://en.wikipedia.org/wiki/Battle_of_Taginae,552 AD,43.23333°N 12.78333°E
Siege of Onoguris,https://en.wikipedia.org/wiki/Siege_of_Onoguris,554 AD,42.40833°N 42.44167°E
Siege of Phasis,https://en.wikipedia.org/wiki/Siege_of_Phasis,555–556 AD,42.15000°N 41.66667°E
Battle of Gol-Zarriun,https://en.wikipedia.org/wiki/Battle_of_Gol-Zarriun,560 AD,39.766667°N 64.433333°E
Siege of Sanaa (570),https://en.wikipedia.org/wiki/Siege_of_Sanaa_(570),570 AD,15.350°N 44.200°E
Battle of Arfderydd,https://en.wikipedia.org/wiki/Battle_of_Arfderydd,573 AD,55.017°N 2.917°W
Battle of Deorham,https://en.wikipedia.org/wiki/Battle_of_Deorham,577 AD,51.4891000°N 2.3737056°W
Battle of Martyropolis,https://en.wikipedia.org/wiki/Battle_of_Martyropolis_(588),588 AD,38.1422°N 41.0014°E
Battle of Alclud Ford,https://en.wikipedia.org/wiki/Battle_of_Alclud_Ford,590 AD,55.937201°N 4.561987°W
Siege of Jerusalem,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(614),614 AD,31.783°N 35.217°E
Battle of Chester,https://en.wikipedia.org/wiki/Battle_of_Chester,616 AD,53.16750°N 2.88556°W
Battle of Huoyi,https://en.wikipedia.org/wiki/Battle_of_Huoyi,617 AD,36.567°N 111.700°E
Battle of Yanshi,https://en.wikipedia.org/wiki/Battle_of_Yanshi,618 AD,34.727°N 112.790°E
Battle of Hulao,https://en.wikipedia.org/wiki/Battle_of_Hulao,621 AD,34.84361°N 113.20639°E
Battle of Badr,https://en.wikipedia.org/wiki/Battle_of_Badr,624 AD,23.733°N 38.767°E
Siege of Constantinople (626),https://en.wikipedia.org/wiki/Siege_of_Constantinople_(626),626 AD,41.0122389°N 28.9760194°E
Battle of the Trench,https://en.wikipedia.org/wiki/Battle_of_the_Trench,627 AD,24.483°N 39.583°E
Battle of Nineveh,https://en.wikipedia.org/wiki/Battle_of_Nineveh_(627),627 AD,36.35944°N 43.15278°E
Battle of Khaybar,https://en.wikipedia.org/wiki/Battle_of_Khaybar,628 AD,25.69861111°N 39.29250000°E
Battle of Mu'tah,https://en.wikipedia.org/wiki/Battle_of_Mu%27tah,629 AD,31.033°N 35.700°E
Battle of Hunayn,https://en.wikipedia.org/wiki/Battle_of_Hunayn,630 AD,21.433°N 40.350°E
Battle of Akraba,https://en.wikipedia.org/wiki/Battle_of_Akraba,632 AD,24.1483°N 47.3050°E
Battle of Zafar,https://en.wikipedia.org/wiki/Battle_of_Zafar,632 AD,14.21139°N 44.40333°E
Battle of Ullais,https://en.wikipedia.org/wiki/Battle_of_Ullais,633 AD,31.61777806°N 44.56972194°E
Battle of Ayn al-Tamr,https://en.wikipedia.org/wiki/Battle_of_Ayn_al-Tamr,633 AD,32.566111°N 43.490389°E
Battle of al-Qaryatayn,https://en.wikipedia.org/wiki/Battle_of_al-Qaryatayn,634 AD,34.2333°N 37.2333°E
Battle of Bosra,https://en.wikipedia.org/wiki/Battle_of_Bosra,634 AD,31.533°N 36.483°E
Battle of Ajnadayn,https://en.wikipedia.org/wiki/Battle_of_Ajnadayn,634 AD,31.683°N 34.950°E
Battle of Yaqusa,https://en.wikipedia.org/wiki/Battle_of_Yaqusa,634 AD,32.76015°N 35.73100°E
