battle,link,date
Siege of Smyrna,https://en.wikipedia.org/wiki/Siege_of_Smyrna,1402 AD
Battle of Shrewsbury,https://en.wikipedia.org/wiki/Battle_of_Shrewsbury,1403 AD
Siege of Birtvisi (1403),https://en.wikipedia.org/wiki/Siege_of_Birtvisi_(1403),1403 AD
Battle of Pwll Melyn,https://en.wikipedia.org/wiki/Battle_of_Pwll_Melyn,1405 AD
Cluain Immorrais,https://en.wikipedia.org/wiki/Cluain_Immorrais,1406 AD
Battle of Tuiteam Tarbhach,https://en.wikipedia.org/wiki/Battle_of_Tuiteam_Tarbhach,1406 AD
Battle of Lạng Sơn,https://en.wikipedia.org/wiki/Ming%E2%80%93H%E1%BB%93_War,1407 AD
Battle of Sông Phú Lương,https://en.wikipedia.org/wiki/Ming%E2%80%93H%E1%BB%93_War,1407 AD
Battle of Palembang,https://en.wikipedia.org/wiki/Battle_of_Palembang_(1407),1407 AD
Battle of Bramham Moor,https://en.wikipedia.org/wiki/Battle_of_Bramham_Moor,1408 AD
Battle of Othée,https://en.wikipedia.org/wiki/Battle_of_Oth%C3%A9e,1408 AD
Battle of Sanluri,https://en.wikipedia.org/wiki/Battle_of_Sanluri,1409 AD
Battle of Kherlen,https://en.wikipedia.org/wiki/Battle_of_Kherlen,1409 AD
Battle of Grunwald,https://en.wikipedia.org/wiki/Battle_of_Grunwald,1410 AD
Battle of Koronowo,https://en.wikipedia.org/wiki/Battle_of_Koronowo,1410 AD
Battle of Harlaw,https://en.wikipedia.org/wiki/Battle_of_Harlaw,1411 AD
Battle of Chalagan,https://en.wikipedia.org/wiki/Battle_of_Chalagan,1412 AD
Conquest of Ceuta,https://en.wikipedia.org/wiki/Conquest_of_Ceuta,1415 AD
Battle of Agincourt,https://en.wikipedia.org/wiki/Battle_of_Agincourt,1415 AD
Battle of Gallipoli,https://en.wikipedia.org/wiki/Battle_of_Gallipoli_(1416),1416 AD
Siege of Rouen,https://en.wikipedia.org/wiki/Siege_of_Rouen_(1418-1419),1418 AD
Siege of Ceuta,https://en.wikipedia.org/wiki/Siege_of_Ceuta_(1419),1419 AD
Battle of la Rochelle,https://en.wikipedia.org/wiki/Battle_of_La_Rochelle_(1419),1419 AD
Siege of Dong Quan,https://en.wikipedia.org/wiki/Siege_of_Dong_Quan,1419–1428 AD
Battle of Sudomer,https://en.wikipedia.org/wiki/Battle_of_Sudomer,1420 AD
Battle of Vitkov Hill,https://en.wikipedia.org/wiki/Battle_of_Vitkov_Hill,1420 AD
Battle of Vysehrad,https://en.wikipedia.org/wiki/Battle_of_Vysehrad,1420 AD
Battle of Baugé,https://en.wikipedia.org/wiki/Battle_of_Baug%C3%A9,1421 AD
Battle of Kutna Hora,https://en.wikipedia.org/wiki/Battle_of_Kutna_Hora,1421 AD
Battle of Nebovidy,https://en.wikipedia.org/wiki/Battle_of_Nebovidy,1422 AD
Battle of Německý Brod,https://en.wikipedia.org/wiki/Battle_of_N%C4%9Bmeck%C3%BD_Brod,1422 AD
Battle of Arbedo,https://en.wikipedia.org/wiki/Battle_of_Arbedo,1422 AD
Siege of Meaux,https://en.wikipedia.org/wiki/Siege_of_Meaux,1422 AD
Battle of Horic,https://en.wikipedia.org/wiki/Battle_of_Horic,1423 AD
Battle of Cravant,https://en.wikipedia.org/wiki/Battle_of_Cravant,1423 AD
Battle of La Brossinière,https://en.wikipedia.org/wiki/Battle_of_La_Brossini%C3%A8re,1423 AD
Battle of L'Aquila,https://en.wikipedia.org/wiki/Battle_of_L%27Aquila,1424 AD
Battle of Zagonara,https://en.wikipedia.org/wiki/Battle_of_Zagonara,1424 AD
Battle of Verneuil,https://en.wikipedia.org/wiki/Battle_of_Verneuil,1424 AD
Battle of Brouwershaven,https://en.wikipedia.org/wiki/Battle_of_Brouwershaven,1426 AD
Battle of St. James,https://en.wikipedia.org/wiki/Battle_of_St._James,1426 AD
Battle of Usti nad Labem,https://en.wikipedia.org/wiki/Battle_of_Usti_nad_Labem,1426 AD
Battle of Khirokitia,https://en.wikipedia.org/wiki/Battle_of_Khirokitia,1426 AD
Battle of Tốt Động – Chúc Động,https://en.wikipedia.org/wiki/Battle_of_T%E1%BB%91t_%C4%90%E1%BB%99ng_%E2%80%93_Ch%C3%BAc_%C4%90%E1%BB%99ng,1426 AD
Battle of Tachov,https://en.wikipedia.org/wiki/Battle_of_Tachov,1427 AD
Siege of Montargis,https://en.wikipedia.org/wiki/Siege_of_Montargis,1427 AD
Battle of Chi Lăng,https://en.wikipedia.org/wiki/Battle_of_Chi_L%C4%83ng,1427 AD
Battle of Maclodio,https://en.wikipedia.org/wiki/Battle_of_Maclodio,1427 AD
Battle of the Echinades,https://en.wikipedia.org/wiki/Battle_of_the_Echinades_(1427),1427 AD
Siege of Orléans,https://en.wikipedia.org/wiki/Siege_of_Orl%C3%A9ans,1428 AD
Battle of Jargeau,https://en.wikipedia.org/wiki/Battle_of_Jargeau,1429 AD
Battle of Meung-sur-Loire,https://en.wikipedia.org/wiki/Battle_of_Meung-sur-Loire,1429 AD
Battle of Beaugency,https://en.wikipedia.org/wiki/Battle_of_Beaugency_(1429),1429 AD
Battle of Patay,https://en.wikipedia.org/wiki/Battle_of_Patay,1429 AD
Siege of Thessalonica,https://en.wikipedia.org/wiki/Siege_of_Thessalonica_(1422%E2%80%931430),1430 AD
Siege of Compiègne,https://en.wikipedia.org/wiki/Siege_of_Compi%C3%A8gne,1430 AD
Battle of Soncino,https://en.wikipedia.org/wiki/Battle_of_Soncino,1431 AD
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia_(1431),1431 AD
Battle of Domažlice,https://en.wikipedia.org/wiki/Battle_of_Doma%C5%BElice,1431 AD
Battle of Inverlochy,https://en.wikipedia.org/wiki/Battle_of_Inverlochy_(1431),1431 AD
Siege of Angkor,https://en.wikipedia.org/wiki/Siege_of_Angkor,1431 AD
Battle of Delebio,https://en.wikipedia.org/wiki/Battle_of_Delebio,1432 AD
Battle of San Romano,https://en.wikipedia.org/wiki/Battle_of_San_Romano,1432 AD
Battle of Lipany,https://en.wikipedia.org/wiki/Battle_of_Lipany,1434 AD
Battle of Gerbevoy,https://en.wikipedia.org/wiki/Battle_of_Gerbevoy,1435 AD
Battle of Ponza,https://en.wikipedia.org/wiki/Battle_of_Ponza_(1435),1435 AD
Battle of Wiłkomierz,https://en.wikipedia.org/wiki/Battle_of_Wi%C5%82komierz,1435 AD
Battle of Piperdean,https://en.wikipedia.org/wiki/Battle_of_Piperdean,1436 AD
Battle of Belyov,https://en.wikipedia.org/wiki/Battle_of_Belyov,1437 AD
Battle of Grotniki,https://en.wikipedia.org/wiki/Battle_of_Grotniki,1439 AD
Battle of Anghiari,https://en.wikipedia.org/wiki/Battle_of_Anghiari_(1440),1440 AD
Siege of Novo Brdo,https://en.wikipedia.org/wiki/Siege_of_Novo_Brdo_(1440%E2%80%9341),1440 AD
Battle of Niš,https://en.wikipedia.org/wiki/Battle_of_Ni%C5%A1_(1443),1443 AD
Battle of Zlatica,https://en.wikipedia.org/wiki/Battle_of_Zlatica,1443 AD
Battle of Kunovica,https://en.wikipedia.org/wiki/Battle_of_Kunovica,1444 AD
Battle of Torvioll,https://en.wikipedia.org/wiki/Battle_of_Torvioll,1444 AD
Battle of St. Jakob an der Birs,https://en.wikipedia.org/wiki/Battle_of_St._Jakob_an_der_Birs,1444 AD
Siege of Rhodes,https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1444),1444 AD
Battle of Varna,https://en.wikipedia.org/wiki/Battle_of_Varna,1444 AD
Battle of Gomit,https://en.wikipedia.org/wiki/Battle_of_Gomit,1445 AD
Battle of Mokra (1445),https://en.wikipedia.org/wiki/Battle_of_Mokra_(1445),1445 AD
Battle of Otonetë,https://en.wikipedia.org/wiki/Battle_of_Otonet%C3%AB,1446 AD
Battle of Damghan,https://en.wikipedia.org/wiki/Battle_of_Damghan_(1447),1447 AD
Siege of Svetigrad,https://en.wikipedia.org/wiki/Siege_of_Svetigrad_(1448),1448 AD
Battle of Caravaggio,https://en.wikipedia.org/wiki/Battle_of_Caravaggio,1448 AD
Battle of Kosovo,https://en.wikipedia.org/wiki/Battle_of_Kosovo_(1448),1448 AD
Battle of Sark,https://en.wikipedia.org/wiki/Battle_of_Sark,1448 AD
Battle of Alfarrobeira,https://en.wikipedia.org/wiki/Battle_of_Alfarrobeira,1449 AD
Battle of Tumu Fortress,https://en.wikipedia.org/wiki/Battle_of_Tumu_Fortress,1449 AD
Battle of Formigny,https://en.wikipedia.org/wiki/Battle_of_Formigny,1450 AD
Siege of Krujë (1450),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1450),1450 AD
Battle of the Five Forts,https://en.wikipedia.org/wiki/Ng%C4%81ti_Hotu,1450 AD
Battle of Castillon,https://en.wikipedia.org/wiki/Battle_of_Castillon,1453 AD
Battle of Polog,https://en.wikipedia.org/wiki/Battle_of_Polog,1453 AD
Battle of Constantinople,https://en.wikipedia.org/wiki/Fall_of_Constantinople,1453 AD
Battle of Chojnice,https://en.wikipedia.org/wiki/Battle_of_Chojnice_(1454),1454 AD
Battle of Leskovac,https://en.wikipedia.org/wiki/Battle_of_Leskovac,1454 AD
Battle of Kruševac,https://en.wikipedia.org/wiki/Battle_of_Kru%C5%A1evac,1454 AD
Battle of Arkinholm,https://en.wikipedia.org/wiki/Battle_of_Arkinholm,1455 AD
First Battle of St Albans,https://en.wikipedia.org/wiki/First_Battle_of_St_Albans,1455 AD
Siege of Berat (1455),https://en.wikipedia.org/wiki/Siege_of_Berat_(1455),1455 AD
Siege of Belgrade,https://en.wikipedia.org/wiki/Siege_of_Belgrade_(1456),1456 AD
Battle of Direptatea,https://en.wikipedia.org/wiki/Battle_of_Direptatea,1457 AD
Battle of Blore Heath,https://en.wikipedia.org/wiki/Battle_of_Blore_Heath,1459 AD
Battle of Ludford Bridge,https://en.wikipedia.org/wiki/Battle_of_Ludford_Bridge,1459 AD
Battle of Sandwich,https://en.wikipedia.org/wiki/Battle_of_Sandwich_(1460),1460 AD
Battle of Nola,https://en.wikipedia.org/wiki/Battle_of_Nola_(1460),1460 AD
Battle of Northampton,https://en.wikipedia.org/wiki/Battle_of_Northampton_(1460),1460 AD
Battle of Wakefield,https://en.wikipedia.org/wiki/Battle_of_Wakefield,1460 AD
Battle of Mortimer's Cross,https://en.wikipedia.org/wiki/Battle_of_Mortimer%27s_Cross,1461 AD
Second Battle of St Albans,https://en.wikipedia.org/wiki/Second_Battle_of_St_Albans,1461 AD
Battle of Ferrybridge,https://en.wikipedia.org/wiki/Battle_of_Ferrybridge,1461 AD
Battle of Towton,https://en.wikipedia.org/wiki/Battle_of_Towton,1461 AD
Siege of Trebizond,https://en.wikipedia.org/wiki/Siege_of_Trebizond_(1461),1461 AD
The Night Attack,https://en.wikipedia.org/wiki/The_Night_Attack,1462 AD
Battle of Świecino,https://en.wikipedia.org/wiki/Battle_of_%C5%9Awiecino,1462 AD
Siege of Mytilene,https://en.wikipedia.org/wiki/Siege_of_Mytilene_(1462),1462 AD
Battle of Zatoka Świeża,https://en.wikipedia.org/wiki/Battle_of_Zatoka_%C5%9Awie%C5%BCa,1463 AD
Battle of Hedgeley Moor,https://en.wikipedia.org/wiki/Battle_of_Hedgeley_Moor,1464 AD
Battle of Hexham,https://en.wikipedia.org/wiki/Battle_of_Hexham,1464 AD
Battle of Ohrid,https://en.wikipedia.org/wiki/Battle_of_Ohrid,1464 AD
Battle of Vaikal,https://en.wikipedia.org/wiki/Battle_of_Vaikal,1465 AD
Battle of Meçad (1465),https://en.wikipedia.org/wiki/Battle_of_Me%C3%A7ad_(1465),1465 AD
Battle of Montlhéry,https://en.wikipedia.org/wiki/Battle_of_Montlh%C3%A9ry,1465 AD
Battle of Molinella,https://en.wikipedia.org/wiki/Battle_of_Molinella,1467 AD
Siege of Krujë (1466–1467),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1466%E2%80%931467),1467 AD
Siege of Krujë (1467),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1467),1467 AD
Battle of Brustem,https://en.wikipedia.org/wiki/Battle_of_Brustem,1467 AD
Battle of Baia,https://en.wikipedia.org/wiki/Battle_of_Baia,1467 AD
Battle of Edgecote Moor,https://en.wikipedia.org/wiki/Battle_of_Edgecote_Moor,1469 AD
Battle of Lipnic,https://en.wikipedia.org/wiki/Battle_of_Lipnic,1470 AD
Siege of Negroponte,https://en.wikipedia.org/wiki/Siege_of_Negroponte_(1470),1470 AD
Battle of Lose-coat Field,https://en.wikipedia.org/wiki/Battle_of_Lose-coat_Field,1470 AD
Battle of Pasca,https://en.wikipedia.org/wiki/Battle_of_Pasca,1470 AD
Siege of Vijaya,https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1471),1471 AD
Battle of Barnet,https://en.wikipedia.org/wiki/Battle_of_Barnet,1471 AD
Battle of Tewkesbury,https://en.wikipedia.org/wiki/Battle_of_Tewkesbury,1471 AD
Battle of Shelon,https://en.wikipedia.org/wiki/Battle_of_Shelon,1471 AD
Battle of Asilah,https://en.wikipedia.org/wiki/Conquest_of_Asilah,1471 AD
Battle of Brunkeberg,https://en.wikipedia.org/wiki/Battle_of_Brunkeberg,1471 AD
Battle of Otlukbeli,https://en.wikipedia.org/wiki/Battle_of_Otlukbeli,1473 AD
Battle of Tlatelolco,https://en.wikipedia.org/wiki/Battle_of_Tlatelolco,1473 AD
Siege of Neuss,https://en.wikipedia.org/wiki/Siege_of_Neuss,1474 AD
Battle of Héricourt,https://en.wikipedia.org/wiki/Battle_of_H%C3%A9ricourt,1474 AD
Siege of Shkodra,https://en.wikipedia.org/wiki/Siege_of_Shkodra_(1474),1474 AD
Battle of Vaslui,https://en.wikipedia.org/wiki/Battle_of_Vaslui,1475 AD
Siege of Burgos,https://en.wikipedia.org/wiki/Siege_of_Burgos_(1475),1475 AD
Battle on the Planta,https://en.wikipedia.org/wiki/Battle_on_the_Planta,1475 AD
Battle of Toro,https://en.wikipedia.org/wiki/Battle_of_Toro,1476 AD
Battle of Grandson,https://en.wikipedia.org/wiki/Battle_of_Grandson,1476 AD
Battle of Morat,https://en.wikipedia.org/wiki/Battle_of_Morat,1476 AD
Battle of Valea Albă,https://en.wikipedia.org/wiki/Battle_of_Valea_Alb%C4%83,1476 AD
Battle of Nancy,https://en.wikipedia.org/wiki/Battle_of_Nancy,1477 AD
Battle of Guinea,https://en.wikipedia.org/wiki/Battle_of_Guinea,1478 AD
Battle of Trowulan,https://en.wikipedia.org/wiki/Penang_Sundaram_Wisuta_1478,1478 AD
Siege of Krujë (1478),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1478),1478 AD
Siege of Shkodra,https://en.wikipedia.org/wiki/Siege_of_Shkodra,1479 AD
Battle of Guinegate,https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1479),1479 AD
Battle of the Plain of Jars,https://en.wikipedia.org/wiki/Plain_of_Jars,1479 AD
Battle of Breadfield,https://en.wikipedia.org/wiki/Battle_of_Breadfield,1479 AD
Siege of Rhodes,https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1480),1480 AD
Battle of Pāk Phūn,https://en.wikipedia.org/wiki/Vietnamese-Laotian_War_(1479%E2%80%9380),1480 AD
Battle of Skibo and Strathfleet,https://en.wikipedia.org/wiki/Battle_of_Skibo_and_Strathfleet,1480 AD
Battle of Bloody Bay,https://en.wikipedia.org/wiki/Battle_of_Bloody_Bay,1480 AD
Battle of Lagabraad,https://en.wikipedia.org/wiki/Battle_of_Lagabraad,1480 AD
Battle of Otranto,https://en.wikipedia.org/wiki/Battle_of_Otranto,1480 AD
Great Stand on the Ugra River,https://en.wikipedia.org/wiki/Great_Stand_on_the_Ugra_River,1480 AD
Battle of Campomorto,https://en.wikipedia.org/wiki/Battle_of_Campomorto,1482 AD
Battle of Lochmaben Fair,https://en.wikipedia.org/wiki/Battle_of_Lochmaben_Fair,1484 AD
Battle of Bosworth Field,https://en.wikipedia.org/wiki/Battle_of_Bosworth_Field,1485 AD
Battle of Auldicharish,https://en.wikipedia.org/wiki/Battle_of_Auldicharish,1486 AD
Battle of Stoke,https://en.wikipedia.org/wiki/Battle_of_Stoke,1487 AD
Battle of Sauchieburn,https://en.wikipedia.org/wiki/Battle_of_Sauchieburn,1488 AD
Battle of Chocontá,https://en.wikipedia.org/wiki/Battle_of_Chocont%C3%A1,1490 AD
Battle of Vrpile,https://en.wikipedia.org/wiki/Battle_of_Vrpile,1491 AD
Battle of Granada,https://en.wikipedia.org/wiki/Battle_of_Granada,1492 AD
Battle of Krbava field,https://en.wikipedia.org/wiki/Battle_of_Krbava_field,1493 AD
Battle of the Maule,https://en.wikipedia.org/wiki/Battle_of_the_Maule,1493 AD
First Battle of Acentejo,https://en.wikipedia.org/wiki/First_Battle_of_Acentejo,1494 AD
Battle of Aguere,https://en.wikipedia.org/wiki/Battle_of_Aguere,1494 AD
Second Battle of Acentejo,https://en.wikipedia.org/wiki/Second_Battle_of_Acentejo,1494 AD
Battle of Fornovo,https://en.wikipedia.org/wiki/Battle_of_Fornovo,1495 AD
Battle of Codrii Cosminului,https://en.wikipedia.org/wiki/Battle_of_Codrii_Cosminului,1497 AD
Battle of Drumchatt,https://en.wikipedia.org/wiki/Battle_of_Drumchatt,1497 AD
Siege of Samarkand (1497),https://en.wikipedia.org/wiki/Siege_of_Samarkand_(1497),1497 AD
Battle of Zonchio,https://en.wikipedia.org/wiki/Battle_of_Zonchio,1499 AD
Battle of Hemmingstedt,https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt,1500 AD
Battle of Lepanto,https://en.wikipedia.org/wiki/Battle_of_Lepanto_(1500),1500 AD
Battle of Vedrosha,https://en.wikipedia.org/wiki/Battle_of_Vedrosha,1500 AD
Siege of Samarkand (1501),https://en.wikipedia.org/wiki/Siege_of_Samarkand_(1501),1501 AD
First Battle of Cannanore,https://en.wikipedia.org/wiki/First_Battle_of_Cannanore,1501 AD
Battle of Calicut,https://en.wikipedia.org/wiki/Battle_of_Calicut_(1503),1503 AD
Battle of Ruvo,https://en.wikipedia.org/wiki/Battle_of_Ruvo,1503 AD
Battle of Cerignola,https://en.wikipedia.org/wiki/Battle_of_Cerignola,1503 AD
Battle of Garigliano,https://en.wikipedia.org/wiki/Battle_of_Garigliano_(1503),1503 AD
Battle of Cochin,https://en.wikipedia.org/wiki/Battle_of_Cochin_(1504),1504 AD
Battle of Ormuz,https://en.wikipedia.org/wiki/Capture_of_Ormuz_(1507),1504 AD
Siege of Kabul,https://en.wikipedia.org/wiki/Siege_of_Kabul_(1504),1504 AD
Battle of Cannanore,https://en.wikipedia.org/wiki/Battle_of_Cannanore,1506 AD
Battle of Mbanza Kongo,https://en.wikipedia.org/wiki/Afonso_I_of_Kongo,1506 AD
Battle of Barawa,https://en.wikipedia.org/wiki/Battle_of_Barawa,1507 AD
Siege of Cannanore,https://en.wikipedia.org/wiki/Siege_of_Cannanore_(1507),1507 AD
Battle of Chaul,https://en.wikipedia.org/wiki/Battle_of_Chaul,1508 AD
Battle of Diu,https://en.wikipedia.org/wiki/Battle_of_Diu_(1509),1509 AD
Battle of Agnadello,https://en.wikipedia.org/wiki/Battle_of_Agnadello,1509 AD
Siege of Padua,https://en.wikipedia.org/wiki/Siege_of_Padua,1509 AD
Battle of Polesella,https://en.wikipedia.org/wiki/Battle_of_Polesella,1509 AD
Conquest of Goa,https://en.wikipedia.org/wiki/Portuguese_conquest_of_Goa,1510 AD
Siege of Mirandola,https://en.wikipedia.org/wiki/Siege_of_Mirandola_(1511),1511 AD
Capture of Malacca,https://en.wikipedia.org/wiki/Capture_of_Malacca_(1511),1511 AD
Battle of Ab Darrah Pass,https://en.wikipedia.org/wiki/Battle_of_Ab_Darrah_Pass,1511 AD
Battle of Yaguecas,https://en.wikipedia.org/wiki/Battle_of_Yaguecas,1511 AD
Sack of Brescia,https://en.wikipedia.org/wiki/Sack_of_Brescia,1512 AD
Battle of Ravenna,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(1512),1512 AD
Battle of Ghazdewan,https://en.wikipedia.org/wiki/Battle_of_Ghazdewan,1512 AD
Battle of Novara,https://en.wikipedia.org/wiki/Battle_of_Novara_(1513),1513 AD
Battle of Guinegate,https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1513),1513 AD
Battle of Azemmour,https://en.wikipedia.org/wiki/Battle_of_Azemmour,1513 AD
Battle of Flodden Field,https://en.wikipedia.org/wiki/Battle_of_Flodden_Field,1513 AD
Battle of La Motta,https://en.wikipedia.org/wiki/Battle_of_La_Motta,1513 AD
Battle of Orsha,https://en.wikipedia.org/wiki/Battle_of_Orsha,1514 AD
Battle of Chaldiran,https://en.wikipedia.org/wiki/Battle_of_Chaldiran,1514 AD
Battle of Marignano,https://en.wikipedia.org/wiki/Battle_of_Marignano,1515 AD
Arumer Zwarte Hoop,https://en.wikipedia.org/wiki/Arumer_Zwarte_Hoop,1515 AD
War of Urbino,https://en.wikipedia.org/wiki/War_of_Urbino,1516 AD
Siege of Arai,https://en.wikipedia.org/wiki/Siege_of_Arai,1516 AD
Battle of Marj Dabiq,https://en.wikipedia.org/wiki/Battle_of_Marj_Dabiq,1516 AD
Battle of Yaunis Khan,https://en.wikipedia.org/wiki/Battle_of_Yaunis_Khan,1516 AD
Battle of Ridaniya,https://en.wikipedia.org/wiki/Battle_of_Ridaniya,1517 AD
Battle of Catoche,https://en.wikipedia.org/wiki/Francisco_Hern%C3%A1ndez_de_C%C3%B3rdoba_(Yucat%C3%A1n_conquistador),1517 AD
Siege of Jeddah,https://en.wikipedia.org/wiki/Siege_of_Jeddah,1517 AD
Battle of Bajaur,https://en.wikipedia.org/wiki/Battle_of_Bajaur_(1519),1519 AD
Battle of Pianosa,https://en.wikipedia.org/wiki/Battle_of_Pianosa,1519 AD
Battle of Raichur,https://en.wikipedia.org/wiki/Battle_of_Raichur,1520 AD
Battle of Cempoala,https://en.wikipedia.org/wiki/Battle_of_Cempoala,1520 AD
Battle of the Night of Sorrows,https://en.wikipedia.org/wiki/La_Noche_Triste,1520 AD
Battle of Otumba,https://en.wikipedia.org/wiki/Battle_of_Otumba,1520 AD
Battle of Mactan,https://en.wikipedia.org/wiki/Battle_of_Mactan,1521 AD
Battle of Pampeluna,https://en.wikipedia.org/wiki/Battle_of_Pampeluna,1521 AD
Siege of Tenochtitlan,https://en.wikipedia.org/wiki/Fall_of_Tenochtitlan,1521 AD
Battle of Noáin,https://en.wikipedia.org/wiki/Battle_of_No%C3%A1in,1521 AD
Siege of Belgrade,https://en.wikipedia.org/wiki/Siege_of_Belgrade_(1521),1521 AD
Battle of Tunmen,https://en.wikipedia.org/wiki/Battle_of_Tunmen,1521 AD
Battle of Bicocca,https://en.wikipedia.org/wiki/Battle_of_Bicocca,1522 AD
Siege of Knin,https://en.wikipedia.org/wiki/Siege_of_Knin,1522 AD
Siege of Rhodes,https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1522),1522 AD
Battle of Xicaowan,https://en.wikipedia.org/wiki/Battle_of_Xicaowan,1522 AD
Siege of Edo,https://en.wikipedia.org/wiki/Siege_of_Edo,1524 AD
Battle of the Sesia,https://en.wikipedia.org/wiki/Battle_of_the_Sesia_(1524),1524 AD
Battle of Acajutla,https://en.wikipedia.org/wiki/Battle_of_Acajutla,1524 AD
Battle of Tacuzcalco,https://en.wikipedia.org/wiki/Battle_of_Tacuzcalco,1524 AD
Battle of Punta Quemada,https://en.wikipedia.org/wiki/Battle_of_Punta_Quemada,1525 AD
Battle of Frankenhausen,https://en.wikipedia.org/wiki/Battle_of_Frankenhausen,1525 AD
Battle of Pavia,https://en.wikipedia.org/wiki/Battle_of_Pavia,1525 AD
Siege of Zaculeu,https://en.wikipedia.org/wiki/Spanish_conquest_of_Guatemala,1525 AD
First battle of Panipat,https://en.wikipedia.org/wiki/First_battle_of_Panipat,1526 AD
Battle of Mohács,https://en.wikipedia.org/wiki/Battle_of_Moh%C3%A1cs,1526 AD
Siege of Kamakura,https://en.wikipedia.org/wiki/Siege_of_Kamakura_(1526),1526 AD
Battle of Khanwa,https://en.wikipedia.org/wiki/Battle_of_Khanwa,1527 AD
Sack of Rome,https://en.wikipedia.org/wiki/Sack_of_Rome_(1527),1527 AD
Battle of Chanderi,https://en.wikipedia.org/wiki/Battle_of_Chanderi,1528 AD
Battle of Szina,https://en.wikipedia.org/wiki/Battle_of_Szina,1528 AD
Battle of Capo d'Orso,https://en.wikipedia.org/wiki/Battle_of_Capo_d%27Orso,1528 AD
Siege of Naples,https://en.wikipedia.org/wiki/Siege_of_Naples_(1528),1528 AD
Battle of Cinacantan,https://en.wikipedia.org/wiki/Spanish_conquest_of_El_Salvador,1528 AD
